S_No,BillDate_and_Time,BillNo,Tbl_,Pax,KotNo,KOTDate_and_Time,Steward,Classification,MenuGroup,ItemCode,ItemName,Rate,Qty,Amount,Discount,CGS_2_5,SGS_2_5,Total,UserID,PayMode,Tips,Restaurant
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Food,Vegetarian Starters,33.0,Homestyle Nachos,255.0,1.0,255.0,0.0,6.375,6.375,267.76,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Food,Rice,173.0,DAL KHICHDI,165.0,1.0,165.0,0.0,4.125,4.125,173.26,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Food,Rice,177.0,Malnad Pulav - Vegetable,195.0,1.0,195.0,0.0,4.875,4.875,204.76,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Food,Vegetarian Starters,525.0,B B Q  Ed Cauliflower And Brocolli Tikka,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Food,Biryani,169.0,Vegetarian Biryani,235.0,1.0,235.0,0.0,5.875,5.875,246.76,NAGESH,,,Timber
15.0,2019-04-12T23:14:00,198.0,6.0,4.0,645.0,2019-04-12T21:31:00,Sunil,Soft Drink,Soft Beverages,344.0,FRESH LIME WATER,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Timber
1.0,2019-04-12T22:27:00,5.0,1.0,1.0,5.0,2019-04-12T19:31:00,Nagesh,Food,Non Vegetarian Starters,43.0,PERI PERI CHICKEN WINGS 1 DOZ,295.0,1.0,295.0,0.0,7.375,7.375,309.76,NAGESH,,,Zomato
1.0,2019-04-12T22:27:00,5.0,1.0,1.0,5.0,2019-04-12T19:31:00,Nagesh,Food,Vegetarian Starters,19.0,DYNAMITE FRIES,165.0,1.0,165.0,0.0,4.125,4.125,173.26,NAGESH,,,Zomato
1.0,2019-04-12T22:27:00,5.0,1.0,1.0,5.0,2019-04-12T19:31:00,Nagesh,Food,Non Vegetarian Starters,57.0,GARLIC PEPPER MURG,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Zomato
1.0,2019-04-15T12:53:00,123.0,9.0,1.0,530.0,2019-04-15T12:22:00,Mahendra,Food,Bread,165.0,Ragi Mudde,40.0,1.0,40.0,0.0,1.0,1.0,42.0,AMALNATHAN,,,The Estate
1.0,2019-04-15T12:53:00,123.0,9.0,1.0,530.0,2019-04-15T12:22:00,Mahendra,Food,Indian Mains,127.0,Masappu,175.0,1.0,175.0,0.0,4.375,4.375,183.76,AMALNATHAN,,,The Estate
1.0,2019-04-15T12:53:00,123.0,9.0,1.0,530.0,2019-04-15T12:22:00,Mahendra,Food,Seafood,82.0,Seer Fish Tawa Fry,375.0,1.0,375.0,0.0,9.375,9.375,393.76,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Food,Vegetarian Starters,28.0,TANDOORI BHARWAN KHUMB,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,AMALNATHAN,,,The Estate
2.0,2019-04-15T20:51:00,124.0,3.0,2.0,442.0,2019-04-15T20:08:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Seafood,85.0,Beer Battered Fish Fingers,295.0,1.0,295.0,0.0,7.375,7.375,309.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Seafood,85.0,Beer Battered Fish Fingers,295.0,1.0,295.0,0.0,7.375,7.375,309.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Seafood,82.0,Seer Fish Tawa Fry,375.0,1.0,375.0,0.0,9.375,9.375,393.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Vegetarian Starters,27.0,Haryali Paneer Kabab,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Mocktails,238.0,Chocolate Colada,155.0,1.0,155.0,0.0,3.875,3.875,162.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Seafood,103.0,Seer Rava Fry,375.0,1.0,375.0,0.0,9.375,9.375,393.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Indian Mains,150.0,Mangy Egg Curry,195.0,1.0,195.0,0.0,4.875,4.875,204.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,The Estate
3.0,2019-04-15T22:04:00,125.0,5.0,4.0,535.0,2019-04-15T20:52:00,Mahendra,Liquor,Pint Beers,392.0,Bira Blonde 330ml,205.0,1.0,205.0,0.0,,,205.0,AMALNATHAN,,,The Estate
1.0,2019-04-15T19:27:00,10.0,1.0,1.0,12.0,2019-04-15T19:04:00,Nagesh,Food,Indian Mains,127.0,MASAPPU,175.0,1.0,175.0,0.0,4.375,4.375,183.76,AMALNATHAN,,,Home Delivery
1.0,2019-04-15T19:27:00,10.0,1.0,1.0,12.0,2019-04-15T19:04:00,Nagesh,Food,Bread,165.0,RAGI MUDDE,40.0,1.0,40.0,0.0,1.0,1.0,42.0,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Non Vegetarian Starters,64.0,Coorgi Pork Fry,265.0,1.0,265.0,26.5,5.963,5.963,250.42,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Non Vegetarian Starters,64.0,Coorgi Pork Fry,265.0,1.0,265.0,26.5,5.963,5.963,250.42,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Non Vegetarian Starters,64.0,Coorgi Pork Fry,265.0,1.0,265.0,26.5,5.963,5.963,250.42,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Indian Mains,141.0,KANE FISH CURRY,300.0,1.0,300.0,30.0,6.75,6.75,283.5,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Indian Mains,141.0,KANE FISH CURRY,300.0,1.0,300.0,30.0,6.75,6.75,283.5,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Indian Mains,141.0,KANE FISH CURRY,300.0,1.0,300.0,30.0,6.75,6.75,283.5,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,159.0,NEER DOSA,75.0,1.0,75.0,7.5,1.688,1.688,70.88,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,159.0,NEER DOSA,75.0,1.0,75.0,7.5,1.688,1.688,70.88,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,161.0,SHAVIGE,35.0,1.0,35.0,3.5,0.788,0.788,33.08,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,161.0,SHAVIGE,35.0,1.0,35.0,3.5,0.788,0.788,33.08,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,161.0,SHAVIGE,35.0,1.0,35.0,3.5,0.788,0.788,33.08,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,161.0,SHAVIGE,35.0,1.0,35.0,3.5,0.788,0.788,33.08,AMALNATHAN,,,Home Delivery
2.0,2019-04-15T22:04:00,11.0,2.0,1.0,13.0,2019-04-15T22:01:00,Nagesh,Food,Bread,161.0,SHAVIGE,35.0,1.0,35.0,3.5,0.788,0.788,33.08,AMALNATHAN,,,Home Delivery
1.0,2019-04-15T14:15:00,48.0,1.0,1.0,50.0,2019-04-15T13:15:00,Nagesh,Food,Indian Mains,143.0,PRAWNS CURRY,350.0,1.0,350.0,0.0,8.75,8.75,367.5,AMALNATHAN,,,Swiggy
1.0,2019-04-15T14:15:00,48.0,1.0,1.0,50.0,2019-04-15T13:15:00,Nagesh,Food,Non Vegetarian Starters,51.0,MANGALORE STYLE CHICKEN SUKKHA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Swiggy
1.0,2019-04-15T14:15:00,48.0,1.0,1.0,50.0,2019-04-15T13:15:00,Nagesh,Food,Non Vegetarian Starters,51.0,MANGALORE STYLE CHICKEN SUKKHA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Swiggy
2.0,2019-04-15T22:54:00,49.0,2.0,1.0,54.0,2019-04-15T19:30:00,Nagesh,Food,Vegetarian Starters,23.0,SABAKKI VADE,175.0,1.0,175.0,0.0,4.375,4.375,183.76,AMALNATHAN,,,Swiggy
2.0,2019-04-15T22:54:00,49.0,2.0,1.0,54.0,2019-04-15T19:30:00,Nagesh,Food,Bread,162.0,AKKI ROTTI,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Swiggy
2.0,2019-04-15T22:54:00,49.0,2.0,1.0,54.0,2019-04-15T19:30:00,Nagesh,Food,Bread,159.0,NEER DOSA,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Swiggy
2.0,2019-04-15T22:54:00,49.0,2.0,1.0,54.0,2019-04-15T19:30:00,Nagesh,Food,Indian Mains,122.0,NILGIRI VEGETABLE KORMA,225.0,1.0,225.0,0.0,5.625,5.625,236.26,AMALNATHAN,,,Swiggy
1.0,2019-04-15T15:30:00,548.0,3.0,2.0,2474.0,2019-04-15T14:27:00,Ranjan,Liquor,Draught Beer,497.0,Budweiser Draught Mug (p),135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
1.0,2019-04-15T15:30:00,548.0,3.0,2.0,2474.0,2019-04-15T14:27:00,Ranjan,Food,Vegetarian Starters,341.0,Mushroom Chilli,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
1.0,2019-04-15T15:30:00,548.0,3.0,2.0,2474.0,2019-04-15T14:27:00,Ranjan,Food,Dessert,193.0,VANILLA ICE CREAM,80.0,1.0,80.0,0.0,2.0,2.0,84.0,AMALNATHAN,,,Shish
1.0,2019-04-15T15:30:00,548.0,3.0,2.0,2474.0,2019-04-15T14:27:00,Ranjan,Liquor,Draught Beer,497.0,Budweiser Draught Mug (p),135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
1.0,2019-04-15T15:30:00,548.0,3.0,2.0,2474.0,2019-04-15T14:27:00,Ranjan,Food,Rice,172.0,PALAK RICE,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
1.0,2019-04-15T15:30:00,548.0,3.0,2.0,2474.0,2019-04-15T14:27:00,Ranjan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,AMALNATHAN,,,Shish
2.0,2019-04-15T15:40:00,549.0,8.0,1.0,2471.0,2019-04-15T12:21:00,Ranjan,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
2.0,2019-04-15T15:40:00,549.0,8.0,1.0,2471.0,2019-04-15T12:21:00,Ranjan,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
2.0,2019-04-15T15:40:00,549.0,8.0,1.0,2471.0,2019-04-15T12:21:00,Ranjan,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
2.0,2019-04-15T15:40:00,549.0,8.0,1.0,2471.0,2019-04-15T12:21:00,Ranjan,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
2.0,2019-04-15T15:40:00,549.0,8.0,1.0,2471.0,2019-04-15T12:21:00,Ranjan,Food,Vegetarian Starters,555.0,Sabbakki Vada 1/2,90.0,1.0,90.0,0.0,2.25,2.25,94.5,AMALNATHAN,,,Shish
3.0,2019-04-15T17:53:00,550.0,3.0,2.0,2480.0,2019-04-15T16:19:00,Arun,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,0.0,,,605.0,AMALNATHAN,,,Shish
3.0,2019-04-15T17:53:00,550.0,3.0,2.0,2480.0,2019-04-15T16:19:00,Arun,Food,Vegetarian Starters,522.0,Jalapeno Poppers,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
4.0,2019-04-15T18:15:00,551.0,19.0,2.0,2482.0,2019-04-15T17:24:00,Arun,Liquor,Pint Beers,392.0,Bira Blonde 330ml,205.0,1.0,205.0,0.0,,,205.0,AMALNATHAN,,,Shish
4.0,2019-04-15T18:15:00,551.0,19.0,2.0,2482.0,2019-04-15T17:24:00,Arun,Food,Mocktails,329.0,FRUIT PUNCH,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
5.0,2019-04-15T19:17:00,552.0,11.0,1.0,2481.0,2019-04-15T17:32:00,Arun,Food,Vegetarian Starters,555.0,Sabbakki Vada 1/2,90.0,1.0,90.0,0.0,2.25,2.25,94.5,AMALNATHAN,,,Shish
5.0,2019-04-15T19:17:00,552.0,11.0,1.0,2481.0,2019-04-15T17:32:00,Arun,Food,Mocktails,450.0,Sol Kadi,85.0,1.0,85.0,0.0,2.125,2.125,89.26,AMALNATHAN,,,Shish
5.0,2019-04-15T19:17:00,552.0,11.0,1.0,2481.0,2019-04-15T17:32:00,Arun,Food,Mocktails,450.0,Sol Kadi,85.0,1.0,85.0,0.0,2.125,2.125,89.26,AMALNATHAN,,,Shish
5.0,2019-04-15T19:17:00,552.0,11.0,1.0,2481.0,2019-04-15T17:32:00,Arun,Food,Mocktails,450.0,Sol Kadi,85.0,1.0,85.0,0.0,2.125,2.125,89.26,AMALNATHAN,,,Shish
5.0,2019-04-15T19:17:00,552.0,11.0,1.0,2481.0,2019-04-15T17:32:00,Arun,Food,Mocktails,450.0,Sol Kadi,85.0,1.0,85.0,0.0,2.125,2.125,89.26,AMALNATHAN,,,Shish
6.0,2019-04-15T19:39:00,553.0,8.0,3.0,2485.0,2019-04-15T18:53:00,Ranjan,Food,Vegetarian Starters,19.0,Dynamite Fries,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
6.0,2019-04-15T19:39:00,553.0,8.0,3.0,2485.0,2019-04-15T18:53:00,Ranjan,Food,Pizzas,104.0,PANEER AND PEPPERS,215.0,1.0,215.0,0.0,5.375,5.375,225.76,AMALNATHAN,,,Shish
6.0,2019-04-15T19:39:00,553.0,8.0,3.0,2485.0,2019-04-15T18:53:00,Ranjan,Liquor,Draught Beer,498.0,Budweiser Draught Mug 500ml (p),195.0,1.0,195.0,0.0,,,195.0,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Food,Indian Mains,128.0,Butter Chicken,275.0,1.0,275.0,0.0,6.875,6.875,288.76,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Food,Rice,175.0,Malnad Pulav - Chicken,275.0,1.0,275.0,0.0,6.875,6.875,288.76,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
7.0,2019-04-15T19:56:00,554.0,6.0,3.0,2488.0,2019-04-15T19:08:00,Ranjan,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,AMALNATHAN,,,Shish
8.0,2019-04-15T20:09:00,555.0,18.0,2.0,2487.0,2019-04-15T19:07:00,Arun,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
8.0,2019-04-15T20:09:00,555.0,18.0,2.0,2487.0,2019-04-15T19:07:00,Arun,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
8.0,2019-04-15T20:09:00,555.0,18.0,2.0,2487.0,2019-04-15T19:07:00,Arun,Food,Vegetarian Starters,33.0,Homestyle Nachos,255.0,1.0,255.0,0.0,6.375,6.375,267.76,AMALNATHAN,,,Shish
8.0,2019-04-15T20:09:00,555.0,18.0,2.0,2487.0,2019-04-15T19:07:00,Arun,Food,Salads,9.0,Boiled Peanut Usli,110.0,1.0,110.0,0.0,2.75,2.75,115.5,AMALNATHAN,,,Shish
9.0,2019-04-15T20:31:00,556.0,4.0,3.0,2492.0,2019-04-15T19:30:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
9.0,2019-04-15T20:31:00,556.0,4.0,3.0,2492.0,2019-04-15T19:30:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
9.0,2019-04-15T20:31:00,556.0,4.0,3.0,2492.0,2019-04-15T19:30:00,Ranjan,Food,Non Vegetarian Starters,77.0,Egg Bhurjji,145.0,1.0,145.0,0.0,3.625,3.625,152.26,AMALNATHAN,,,Shish
9.0,2019-04-15T20:31:00,556.0,4.0,3.0,2492.0,2019-04-15T19:30:00,Ranjan,Food,Vegetarian Starters,22.0,KADALE BELE VADE,155.0,1.0,155.0,0.0,3.875,3.875,162.76,AMALNATHAN,,,Shish
9.0,2019-04-15T20:31:00,556.0,4.0,3.0,2492.0,2019-04-15T19:30:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Non Vegetarian Starters,50.0,Chicken Ghee Roast,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Non Vegetarian Starters,50.0,Chicken Ghee Roast,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Indian Mains,148.0,Mangalore Chicken Curry,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Indian Mains,130.0,Chicken Lajawaab,275.0,1.0,275.0,0.0,6.875,6.875,288.76,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Bread,152.0,Tandoori Roti,55.0,1.0,55.0,0.0,1.375,1.375,57.76,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Bread,152.0,Tandoori Roti,55.0,1.0,55.0,0.0,1.375,1.375,57.76,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Liquor,Classic Cocktails,221.0,Margarita,295.0,1.0,295.0,0.0,,,295.0,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
10.0,2019-04-15T20:42:00,557.0,14.0,2.0,2502.0,2019-04-15T19:52:00,Arun,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,AMALNATHAN,,,Shish
11.0,2019-04-15T21:01:00,558.0,B3,2.0,2508.0,2019-04-15T20:05:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
11.0,2019-04-15T21:01:00,558.0,B3,2.0,2508.0,2019-04-15T20:05:00,Ranjan,Food,Non Vegetarian Starters,74.0,Chicken Pepper Fry,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
