S_No,BillDate_and_Time,BillNo,Tbl_,Pax,KotNo,KOTDate_and_Time,Steward,Classification,MenuGroup,ItemCode,ItemName,Rate,Qty,Amount,Discount,CGS_2_5,SGS_2_5,Total,UserID,PayMode,Tips,Restaurant
11.0,2019-04-15T21:01:00,558.0,B3,2.0,2508.0,2019-04-15T20:05:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
11.0,2019-04-15T21:01:00,558.0,B3,2.0,2508.0,2019-04-15T20:05:00,Ranjan,Food,Non Vegetarian Starters,56.0,MURGH ACHARI TIKKA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Soft Drink,Soft Beverages,306.0,Soda,30.0,1.0,30.0,0.0,0.75,0.75,31.5,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Food,Seafood,85.0,Beer Battered Fish Fingers,295.0,1.0,295.0,0.0,7.375,7.375,309.76,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Soft Drink,Soft Beverages,306.0,Soda,30.0,1.0,30.0,0.0,0.75,0.75,31.5,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Soft Drink,Soft Beverages,306.0,Soda,30.0,1.0,30.0,0.0,0.75,0.75,31.5,AMALNATHAN,,,Shish
12.0,2019-04-15T21:11:00,559.0,3.0,2.0,2490.0,2019-04-15T19:25:00,Arun,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
13.0,2019-04-15T21:21:00,560.0,12.0,1.0,2525.0,2019-04-15T20:29:00,Ranjan,Liquor,Strong Beers 650ml,378.0,Tuborg Strong,285.0,1.0,285.0,0.0,,,285.0,AMALNATHAN,,,Shish
13.0,2019-04-15T21:21:00,560.0,12.0,1.0,2525.0,2019-04-15T20:29:00,Ranjan,Food,Vegetarian Starters,27.0,Haryali Paneer Kabab,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Food,Vegetarian Starters,422.0,Chilli Cheese Toast,175.0,1.0,175.0,0.0,4.375,4.375,183.76,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,0.0,3.625,3.625,152.26,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Food,Indian Mains,547.0,Potato Kaju Curry,195.0,1.0,195.0,0.0,4.875,4.875,204.76,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
14.0,2019-04-15T21:25:00,561.0,10.0,2.0,2499.0,2019-04-15T19:45:00,Ranjan,Food,Rice,173.0,DAL KHICHDI,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
15.0,2019-04-15T21:36:00,562.0,1.0,1.0,2531.0,2019-04-15T20:41:00,Ranjan,Food,Non Vegetarian Starters,50.0,Chicken Ghee Roast,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
15.0,2019-04-15T21:36:00,562.0,1.0,1.0,2531.0,2019-04-15T20:41:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
15.0,2019-04-15T21:36:00,562.0,1.0,1.0,2531.0,2019-04-15T20:41:00,Ranjan,Food,Non Vegetarian Starters,44.0,Peri Peri Chicken Wings 1/2 Doz,215.0,1.0,215.0,0.0,5.375,5.375,225.76,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Liquor,Vodka,284.0,Smirnoff,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Vegetarian Starters,526.0,Babycorn Bezule,215.0,1.0,215.0,0.0,5.375,5.375,225.76,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Non Vegetarian Starters,458.0,Egg Ghee Roast,215.0,1.0,215.0,0.0,5.375,5.375,225.76,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Vegetarian Starters,38.0,BALEKAI TAWA FRY,155.0,1.0,155.0,0.0,3.875,3.875,162.76,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Salads,3.0,Koshambari Salad,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Liquor,Pint Beers,316.0,Kingfisher 330ml,175.0,1.0,175.0,0.0,,,175.0,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Indian Mains,127.0,Masappu,175.0,1.0,175.0,0.0,4.375,4.375,183.76,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
16.0,2019-04-15T21:43:00,563.0,9.0,2.0,2512.0,2019-04-15T20:14:00,Ranjan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Food,Non Vegetarian Starters,43.0,Peri Peri Chicken Wings 1 Doz,295.0,1.0,295.0,0.0,7.375,7.375,309.76,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Soft Drink,Soft Beverages,344.0,FRESH LIME WATER,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Food,Vegetarian Starters,20.0,Crispy Corn - Karnataka Style,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,AMALNATHAN,,,Shish
17.0,2019-04-15T21:44:00,564.0,19.0,3.0,2493.0,2019-04-15T19:31:00,Arun,Food,Vegetarian Starters,25.0,BEER-BATTERED ONION RINGS,195.0,1.0,195.0,0.0,4.875,4.875,204.76,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,0.0,3.625,3.625,152.26,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Food,Vegetarian Starters,20.0,Crispy Corn - Karnataka Style,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Food,Rice,173.0,DAL KHICHDI,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Food,Rice,354.0,Roasted Papad,55.0,1.0,55.0,0.0,1.375,1.375,57.76,AMALNATHAN,,,Shish
18.0,2019-04-15T22:09:00,566.0,B4,2.0,2514.0,2019-04-15T20:17:00,Alok,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,AMALNATHAN,,,Shish
19.0,2019-04-15T22:10:00,567.0,8.0,2.0,2515.0,2019-04-15T20:18:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
19.0,2019-04-15T22:10:00,567.0,8.0,2.0,2515.0,2019-04-15T20:18:00,Ranjan,Food,Vegetarian Starters,25.0,BEER-BATTERED ONION RINGS,195.0,1.0,195.0,0.0,4.875,4.875,204.76,AMALNATHAN,,,Shish
19.0,2019-04-15T22:10:00,567.0,8.0,2.0,2515.0,2019-04-15T20:18:00,Ranjan,Food,Vegetarian Starters,65.0,Corn & Cheese Ball,235.0,1.0,235.0,0.0,5.875,5.875,246.76,AMALNATHAN,,,Shish
19.0,2019-04-15T22:10:00,567.0,8.0,2.0,2515.0,2019-04-15T20:18:00,Ranjan,Food,Mocktails,347.0,VIRGIN KIWI  MOJITO,155.0,1.0,155.0,0.0,3.875,3.875,162.76,AMALNATHAN,,,Shish
19.0,2019-04-15T22:10:00,567.0,8.0,2.0,2515.0,2019-04-15T20:18:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
19.0,2019-04-15T22:10:00,567.0,8.0,2.0,2515.0,2019-04-15T20:18:00,Ranjan,Food,Rice,177.0,Malnad Pulav - Vegetable,195.0,1.0,195.0,0.0,4.875,4.875,204.76,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Food,Vegetarian Starters,36.0,MASALA PAPAD,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Food,Dessert,390.0,Chicken Kabab,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,0.0,3.625,3.625,152.26,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Food,Indian Mains,144.0,Avare Kaalu Gojju,185.0,1.0,185.0,0.0,4.625,4.625,194.26,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
20.0,2019-04-15T22:14:00,568.0,16.0,2.0,2484.0,2019-04-15T18:36:00,Arun,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
21.0,2019-04-15T22:16:00,569.0,18.0,2.0,2530.0,2019-04-15T20:39:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
21.0,2019-04-15T22:16:00,569.0,18.0,2.0,2530.0,2019-04-15T20:39:00,Ranjan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,AMALNATHAN,,,Shish
21.0,2019-04-15T22:16:00,569.0,18.0,2.0,2530.0,2019-04-15T20:39:00,Ranjan,Food,Salads,9.0,Boiled Peanut Usli,110.0,1.0,110.0,0.0,2.75,2.75,115.5,AMALNATHAN,,,Shish
21.0,2019-04-15T22:16:00,569.0,18.0,2.0,2530.0,2019-04-15T20:39:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Soft Drink,Soft Beverages,308.0,Sprite,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Food,Vegetarian Starters,327.0,Peanut Masala,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,261.0,Teachers Highland,185.0,2.0,370.0,0.0,,,370.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,0.0,3.625,3.625,152.26,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,261.0,Teachers Highland,185.0,2.0,370.0,0.0,,,370.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,261.0,Teachers Highland,185.0,1.0,185.0,0.0,,,185.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Soft Drink,Soft Beverages,308.0,Sprite,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Food,Vegetarian Starters,521.0,Potato Wedges,165.0,1.0,165.0,0.0,4.125,4.125,173.26,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,261.0,Teachers Highland,185.0,1.0,185.0,0.0,,,185.0,AMALNATHAN,,,Shish
22.0,2019-04-15T22:34:00,570.0,B5,2.0,2494.0,2019-04-15T19:31:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Food,Salads,3.0,Koshambari Salad,124.99999999999999,1.0,125.0,12.5,2.813,2.813,118.12,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Food,Salads,411.0,Sprouted Salad,150.0,1.0,150.0,15.0,3.375,3.375,141.76,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Food,Vegetarian Starters,23.0,Sabakki Vade,175.0,1.0,175.0,17.5,3.938,3.938,165.38,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Food,Vegetarian Starters,526.0,Babycorn Bezule,215.0,1.0,215.0,21.5,4.838,4.838,203.18,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
23.0,2019-04-15T22:45:00,571.0,7.0,2.0,2518.0,2019-04-15T20:22:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,25.0,,,225.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Food,Vegetarian Starters,28.0,TANDOORI BHARWAN KHUMB,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,0.0,3.625,3.625,152.26,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,2.0,270.0,0.0,,,270.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Liquor,Whiskey,265.0,Blenders Pride,135.0,1.0,135.0,0.0,,,135.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Food,Indian Mains,148.0,Mangalore Chicken Curry,245.0,1.0,245.0,0.0,6.125,6.125,257.26,AMALNATHAN,,,Shish
24.0,2019-04-15T22:54:00,572.0,B2,2.0,2503.0,2019-04-15T19:52:00,Ranjan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,AMALNATHAN,,,Shish
25.0,2019-04-15T23:01:00,573.0,4.0,2.0,2552.0,2019-04-15T21:32:00,Ranjan,Liquor,Cocktail - Pitchers,233.0,WATERMELON MOJITO (PITCHER),1199.0,1.0,1199.0,0.0,,,1199.0,AMALNATHAN,,,Shish
25.0,2019-04-15T23:01:00,573.0,4.0,2.0,2552.0,2019-04-15T21:32:00,Ranjan,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,AMALNATHAN,,,Shish
25.0,2019-04-15T23:01:00,573.0,4.0,2.0,2552.0,2019-04-15T21:32:00,Ranjan,Food,Non Vegetarian Starters,67.0,Egg Chilli,205.0,1.0,205.0,0.0,5.125,5.125,215.26,AMALNATHAN,,,Shish
25.0,2019-04-15T23:01:00,573.0,4.0,2.0,2552.0,2019-04-15T21:32:00,Ranjan,Food,Non Vegetarian Starters,68.0,EGG PEPPER FRY,205.0,1.0,205.0,0.0,5.125,5.125,215.26,AMALNATHAN,,,Shish
25.0,2019-04-15T23:01:00,573.0,4.0,2.0,2552.0,2019-04-15T21:32:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,AMALNATHAN,,,Shish
